index,name,constellation,right_ascension,declination,apparent_magnitude,absolute_magnitude,distance_light_year,spectral_class
123,HD 39118,Orion,5.8416749999999995,2.024722222222222,5.97,-1.73,1128.0,G8III+...
124,HD 39885,Orion,5.941122222222223,9.509416666666667,5.97,-0.68,697.0,A0IV
125,HD 31331,Orion,4.914086111111112,0.4671666666666667,5.98,-1.38,964.0,B5V
126,HD 35281,Orion,5.388475000000001,-8.415583333333334,5.99,0.09,493.0,B8+...
127,HD 37594,Orion,5.658652777777778,-3.564722222222222,5.99,2.91,135.0,A8Vs
128,HD 39775,Orion,5.912233333333334,0.9686111111111111,5.99,-1.03,827.0,K0III
129,HD 44497,Orion,6.376783333333333,12.570305555555555,6.0,2.0,205.0,F0III
130,HD 37303,Orion,5.624266666666667,-5.938388888888889,6.03,-2.07,1358.0,B1Vvar
131,HD 30545,Orion,4.812397222222222,3.5885555555555557,6.04,-0.64,707.0,K1III
132,HD 32686,Orion,5.081813888888889,-3.0396666666666667,6.04,-3.83,3075.0,B5IV
133,V1031 Ori,Orion,5.790805555555555,-10.532916666666667,6.04,-0.47,653.0,A4V
134,HD 42477,Orion,6.191086111111112,13.63861111111111,6.04,0.44,430.0,A0Vnn
135,HD 43285,Orion,6.261161111111111,6.066194444444444,6.07,-0.72,743.0,B6V
136,HD 33883,Orion,5.225430555555556,1.9676944444444446,6.08,-1.07,879.0,A5V
137,HD 38309,Orion,5.7505,4.008194444444444,6.09,2.57,165.0,F0III:n
138,HD 41076,Orion,6.056880555555555,11.681083333333333,6.09,0.25,480.0,A0Vs
139,W Ori,Orion,5.089919444444444,1.177638888888889,6.1,-0.56,700.0,C
140,HD 30870,Orion,4.86205,9.975083333333334,6.11,-0.56,704.0,B5V
141,HD 33419,Orion,5.167572222222223,-0.5651944444444444,6.11,1.19,314.0,K0III
142,HD 37232,Orion,5.622030555555556,8.951888888888888,6.11,-1.01,867.0,B2IV-V
143,HD 43683,Orion,6.301558333333333,14.382861111111112,6.12,-0.33,637.0,A3V
144,HD 35317,Orion,5.397591666666667,-0.8666111111111111,6.13,2.31,189.0,F7V
145,HD 39632,Orion,5.903708333333333,10.586416666666667,6.13,-2.15,1475.0,G9II
146,HD 31764,Orion,4.983169444444445,14.54325,6.14,-0.43,671.0,B7V
147,13 Ori,Orion,5.12731111111111,9.472722222222222,6.15,3.89,92.0,G1IV
148,HD 34180,Orion,5.255144444444444,-1.4090555555555555,6.15,2.84,150.0,F0IV
149,HD 36558,Orion,5.543880555555555,0.011972222222222223,6.15,-2.16,1495.0,K5
150,HD 37356,Orion,5.631497222222222,-4.814027777777778,6.16,-1.52,1120.0,B2IV-V
151,HD 35588,Orion,5.429727777777778,0.5202500000000001,6.18,-2.25,1583.0,B2.5V
152,HD 35693,Orion,5.453861111111111,15.257666666666667,6.18,0.43,461.0,A1IV
153,CK Ori,Orion,5.505530555555556,4.204861111111112,6.21,-0.02,574.0,K2III
154,HD 40347,Orion,5.969916666666667,-0.9939722222222221,6.21,0.77,400.0,K0
155,HD 37744,Orion,5.677025,-2.8252499999999996,6.22,-2.34,1680.0,B1.5V
156,HD 40282,Orion,5.965141666666667,1.2243055555555558,6.22,0.21,519.0,M0III
157,HD 36430,Orion,5.522469444444444,-6.708388888888889,6.23,-2.43,1762.0,B2V
158,HD 33555,Orion,5.182769444444444,-2.25375,6.24,2.82,158.0,G8III
159,HD 35640,Orion,5.433988888888889,-5.5184999999999995,6.24,-0.31,667.0,B9.5Vn
160,HD 36779,Orion,5.567747222222222,-1.0357222222222224,6.24,-1.66,1240.0,B2.5V
161,HD 37016,Orion,5.589533333333333,-4.424333333333333,6.24,-1.46,1128.0,B2.5V
162,HD 38495,Orion,5.767461111111111,-4.268305555555555,6.24,0.96,371.0,K1III...
163,HD 43821,Orion,6.311208333333333,9.047277777777778,6.24,1.11,346.0,K0
164,HD 31623,Orion,4.954780555555556,-1.0671944444444443,6.25,1.63,274.0,F2
165,HD 36840,Orion,5.574802777777777,-0.012333333333333333,6.25,-1.63,1230.0,G5
166,HD 39927,Orion,5.926494444444445,-4.7885277777777775,6.28,1.32,321.0,A2III
167,HD 30869,Orion,4.863866666666667,13.655194444444446,6.3,3.19,136.0,F5
168,HD 39685,Orion,5.904366666666667,3.225777777777778,6.3,0.16,552.0,K0
169,BL Ori,Orion,6.424494444444445,14.722,6.3,-1.7,1299.0,C
170,HD 32115,Orion,5.011061111111111,-2.066027777777778,6.31,2.83,162.0,A8IV
171,V1197 Ori,Orion,5.719255555555556,-1.6131666666666669,6.31,-0.28,679.0,K4III
172,HD 43819,Orion,6.317180555555555,17.325277777777778,6.32,-0.11,631.0,B9IIIsp...
173,HD 30321,Orion,4.773375,-2.954388888888889,6.33,1.68,277.0,A2V
174,HD 33946,Orion,5.229791666666666,0.5604722222222223,6.33,-0.7,832.0,M0V
175,HD 34648,Orion,5.326466666666667,-1.4118888888888887,6.33,-2.45,1863.0,B1.5Vn
176,HD 35407,Orion,5.4100277777777785,2.3531666666666666,6.33,-1.55,1226.0,B4IVn
177,HD 36285,Orion,5.505763888888889,-7.434805555555556,6.33,-1.53,1216.0,B2IV-V
178,HD 31739,Orion,4.969694444444444,-2.212777777777778,6.34,0.62,454.0,A2V
179,V1649 Ori,Orion,5.391966666666667,5.323055555555555,6.34,1.96,245.0,A2V
180,HD 35909,Orion,5.476325,13.679027777777778,6.35,1.38,322.0,A4V
181,HD 44867,Orion,6.414655555555556,16.057222222222222,6.35,0.99,385.0,G9III
182,HD 35775,Orion,5.454277777777778,2.3411944444444446,6.36,0.78,425.0,K0
183,HD 42351,Orion,6.183825000000001,18.130472222222224,6.37,-3.18,2650.0,K1II
184,HD 43358,Orion,6.2649944444444445,1.169,6.37,1.53,303.0,F5IV:
185,HD 36058,Orion,5.482475,-3.3074166666666667,6.39,-0.45,762.0,A0Vn
187,HD 43335,Orion,6.273275,17.18163888888889,6.39,-0.35,728.0,K5II
188,HD 34880,Orion,5.340669444444444,-5.367527777777777,6.4,-0.19,679.0,B8III
189,V1377 Ori,Orion,5.593305555555555,-3.2528333333333332,6.4,-3.12,2608.0,B3IV
190,HD 35656,Orion,5.444116666666667,6.86875,6.41,1.55,305.0,A0Vn
191,HD 35912,Orion,5.467075,1.29825,6.41,-1.35,1160.0,B2V
192,HD 37904,Orion,5.694530555555556,-2.8965277777777776,6.41,1.8,273.0,A9IV-V
193,HD 31423,Orion,4.935838888888889,7.904805555555556,6.42,2.57,192.0,F5
194,HD 34317,Orion,5.278069444444444,1.9473333333333334,6.42,0.07,608.0,A0V
195,HD 34878,Orion,5.345483333333333,2.544722222222222,6.43,0.91,415.0,G8IV
196,V1357 Ori,Orion,6.220127777777778,10.62786111111111,6.44,5.15,59.0,G8V
197,HD 35575,Orion,5.426805555555556,-1.4913055555555557,6.44,-0.49,791.0,B3V
198,HD 32273,Orion,5.033341666666667,1.6088333333333333,6.45,0.49,508.0,B8V
199,HD 36814,Orion,5.567355555555555,-7.023638888888889,6.45,0.0,637.0,K0
200,V1389 Ori,Orion,6.216547222222222,6.016277777777778,6.45,-0.24,709.0,M...
201,HD 37808,Orion,5.679497222222222,-10.408666666666667,6.46,0.38,536.0,B9.5IIIp Si
202,V1369 Ori,Orion,5.355363888888888,4.011972222222222,6.49,-1.42,1244.0,B5Vp
203,HD 36150,Orion,5.494886111111112,-0.8024166666666667,6.49,1.09,391.0,A2
204,HD 37635,Orion,5.658566666666667,-9.70661111111111,6.49,0.29,566.0,B7V
205,HD 31411,Orion,4.932877777777778,5.399055555555556,6.5,0.62,489.0,A0V
224,HD 34137,Orion,5.253297222222222,1.5561500000000001,7.24,-0.34,2300.0,K2III
226,HD 34445,Orion,5.294716666666667,7.353333333333333,7.31,3.97,152.0,G0
237,HD 38801,Orion,5.799772222222222,-8.327694444444445,8.26,3.47,296.0,K0IV
241,HD 37605,Orion,5.667147222222223,6.060583333333333,8.69,5.53,140.0,K0
244,HD 290327,Orion,5.389322222222223,-2.2776111111111113,8.96,5.26,179.0,G5IV
280,Gliese 179,Orion,4.868258333333334,6.476527777777778,11.96,7.41,40.0,M3.5
0,α Per,Perseus,3.405375,49.86125,1.79,-4.5,592.0,F5Ib
1,Algol,Perseus,3.136147222222222,40.95563888888889,2.09,-0.18,93.0,B8V
2,ζ Per,Perseus,3.9022,31.883666666666667,2.84,-4.55,982.0,B1Ib
3,ε Per,Perseus,3.964227777777778,40.01027777777778,2.9,-3.19,538.0,B0.5V
4,γ Per A,Perseus,3.079941666666667,53.50644444444445,2.91,-1.57,256.0,G8III+...
6,δ Per,Perseus,3.7154111111111114,47.78766666666667,3.01,-3.04,528.0,B5III SB
7,ρ Per,Perseus,3.08625,38.84052777777778,3.32,-1.67,325.0,M3IIIvar
8,η Per,Perseus,2.8449416666666667,55.89552777777778,3.77,-4.28,1331.0,K3Ib comp SB
9,ν Per,Perseus,3.753233333333333,42.57855555555556,3.77,-2.39,556.0,F5IIvar
10,κ Per,Perseus,3.1582305555555554,44.85788888888889,3.79,1.11,112.0,K0III
11,ο Per,Perseus,3.7386472222222222,32.28827777777778,3.84,-4.44,1475.0,B1III
12,τ Per A,Perseus,2.9042944444444445,52.7625,3.93,-0.48,248.0,G4III...
13,48 Per,Perseus,4.144352777777778,47.712583333333335,3.96,-2.19,553.0,B3Ve
14,ξ Per,Perseus,3.9827500000000002,35.79102777777778,3.98,-4.7,1772.0,O7.5Iab:
16,φ Per,Perseus,1.7276722222222223,50.68877777777777,4.01,-2.7,716.0,B2Vpe
17,ι Per,Perseus,3.1508,49.6135,4.05,3.94,34.0,G0V
18,θ Per,Perseus,2.736580555555556,49.22866666666667,4.1,3.85,37.0,F7V
19,μ Per,Perseus,4.248294444444444,48.40936111111111,4.12,-2.61,723.0,G0Ib...
20,16 Per,Perseus,2.8430305555555555,38.31891666666667,4.22,1.26,128.0,F2III
21,λ Per,Perseus,4.109738888888889,50.35136111111111,4.25,-0.88,346.0,A0IVn
22,58 Per,Perseus,4.611508333333333,41.26486111111111,4.25,-2.22,642.0,G8II comp
23,ψ Per,Perseus,3.608155555555556,48.19269444444444,4.32,-2.34,700.0,B5Ve
24,σ Per,Perseus,3.509577777777778,47.99516666666667,4.36,-0.81,353.0,K3III
25,17 Per,Perseus,2.858563888888889,35.059888888888885,4.56,-0.93,409.0,K5III
26,HD 26961,Perseus,4.30405,50.29563888888889,4.6,-0.35,318.0,A2V
27,ω Per,Perseus,3.1881666666666666,39.611583333333336,4.61,-0.25,305.0,K1III
28,34 Per,Perseus,3.4894527777777777,49.509027777777774,4.67,-1.5,558.0,B3V
29,52 Per,Perseus,4.248141666666667,40.48372222222223,4.67,-1.75,627.0,G5II comp
30,π Per,Perseus,2.979347222222222,39.66283333333333,4.68,-0.32,325.0,A2Vn
31,HD 18970,Perseus,3.092341666666667,56.705555555555556,4.77,0.78,204.0,K0II-III
32,53 Per,Perseus,4.359208333333333,46.49897222222222,4.8,-0.97,464.0,B4IV
33,HD 20468,Perseus,3.312172222222222,34.22266666666667,4.85,-3.43,1475.0,K2II
34,1 Aur,Perseus,4.831852777777778,37.488194444444446,4.89,-1.16,528.0,K4II
35,12 Per,Perseus,2.7041472222222223,40.19438888888889,4.91,2.95,80.0,F9V
36,54 Per,Perseus,4.340183333333333,34.566750000000006,4.93,0.72,226.0,G8III
37,24 Per,Perseus,2.984363888888889,35.18311111111111,4.94,-0.22,350.0,K2III
38,32 Per,Perseus,3.3573916666666666,43.329638888888894,4.96,1.57,155.0,A3V
39,40 Per,Perseus,3.706288888888889,33.96502777777778,4.97,-2.29,924.0,B0.5V
40,4 Per,Perseus,2.0383527777777775,54.48755555555556,4.99,-1.79,739.0,B8III
41,HD 21278,Perseus,3.467513888888889,49.06294444444444,4.99,-1.22,570.0,B5V
42,31 Per,Perseus,3.318783333333333,50.09502777777778,5.05,-0.79,481.0,B5V
43,21 Per,Perseus,2.9548,31.934305555555557,5.1,-0.27,387.0,B9p...
44,42 Per,Perseus,3.8257499999999998,33.09138888888889,5.14,0.34,297.0,A3V
45,9 Per,Perseus,2.3726194444444446,55.845666666666666,5.16,-3.83,2050.0,A2Ia
46,29 Per,Perseus,3.3104777777777774,50.22222222222222,5.16,-0.89,528.0,B3V
47,43 Per,Perseus,3.943455555555556,50.69569444444444,5.28,2.23,133.0,F5IV
48,36 Per,Perseus,3.5406388888888887,46.05705555555555,5.3,2.49,119.0,F4IIIvar
49,59 Per,Perseus,4.715083333333333,43.36527777777778,5.3,0.7,271.0,A1Vn
50,V575 Per,Perseus,3.3869944444444444,49.21333333333334,5.32,-1.09,625.0,B5V
51,20 Per,Perseus,2.8951611111111113,38.33766666666667,5.34,1.05,235.0,F4Vvar
52,14 Per,Perseus,2.734766666666667,44.29705555555555,5.43,-1.2,692.0,G0Ib
53,V396 Per,Perseus,3.5357166666666666,48.02352777777778,5.47,-0.8,585.0,B8IIIp Mn
54,30 Per,Perseus,3.2964805555555556,44.025083333333335,5.49,-0.99,644.0,B8V...
55,50 Per,Perseus,4.143469444444444,38.04022222222222,5.52,3.87,70.0,F7V
56,1 Per,Perseus,1.866475,55.147416666666665,5.53,-1.96,1028.0,B1.5V
57,HD 27192,Perseus,4.336530555555555,50.920944444444444,5.55,-2.26,1190.0,B1.5IV
58,V472 Per,Perseus,2.1446055555555557,58.42361111111111,5.66,-3.08,1821.0,A1Ia
59,2 Per,Perseus,1.8692638888888888,50.79286111111111,5.7,-0.19,492.0,B9p...
60,3 Per,Perseus,1.9759722222222222,49.20425,5.7,1.31,246.0,K0IV
61,55 Per,Perseus,4.408094444444445,34.130833333333335,5.73,-0.63,610.0,B8V
62,8 Per,Perseus,2.29995,57.89980555555555,5.75,0.43,379.0,K3III
63,11 Per,Perseus,2.7174444444444448,55.10608333333334,5.76,0.21,420.0,B7IIIp...
64,56 Per,Perseus,4.410394444444445,33.95988888888889,5.77,2.67,136.0,F4V
65,IW Per,Perseus,3.5597277777777774,39.89958333333333,5.79,2.1,178.0,A5m
66,V376 Per,Perseus,3.818922222222222,43.96302777777778,5.95,1.75,226.0,A9IV
67,V573 Per,Perseus,3.2764416666666665,32.18422222222222,5.98,-0.16,551.0,G8IV
68,7 Per,Perseus,2.3012777777777775,57.516333333333336,5.99,-0.7,710.0,G7III
69,49 Per,Perseus,4.137627777777778,37.72797222222223,6.07,2.85,144.0,K1III
70,V576 Per,Perseus,3.4326,49.12083333333334,6.09,-0.19,603.0,B7V
71,57 Per,Perseus,4.556916666666666,43.06388888888888,6.09,2.04,211.0,F0V
72,V545 Per,Perseus,4.302247222222222,42.14125,6.22,0.84,389.0,B9V
73,V423 Per,Perseus,3.267183333333333,34.6885,6.23,2.12,201.0,A1m
74,10 Per,Perseus,2.4211194444444444,56.609833333333334,6.25,-3.93,3543.0,B2Ia
76,V440 Per,Perseus,2.397708333333333,55.36486111111111,6.29,-2.66,2012.0,F7Ib
77,5 Per,Perseus,2.1914416666666665,57.64555555555555,6.38,-3.08,2547.0,B5Ia
78,V521 Per,Perseus,3.1298166666666667,47.30869444444444,6.38,1.99,246.0,A3Vnn
79,KP Per,Perseus,3.544161111111111,44.85577777777778,6.42,-1.98,1560.0,B2IV
80,V572 Per,Perseus,3.263513888888889,50.95597222222222,6.46,0.95,413.0,A0
81,V509 Per,Perseus,3.0657638888888887,47.8485,6.48,1.24,363.0,F0
83,X Per,Perseus,3.9230777777777774,31.045861111111112,6.79,-2.8,2694.0,O9.5pe
84,HD 23596,Perseus,3.8001027777777776,40.53063888888889,7.24,3.66,169.0,F8
90,HAT-P-15,Perseus,4.416536111111111,39.460638888888894,12.16,5.77,619.0,G5
0,Fomalhaut,Piscis Austrinus,22.960786111111112,-29.621833333333335,1.17,1.74,25.0,A3V
1,ε PsA,Piscis Austrinus,22.677591666666668,-27.04361111111111,4.18,-2.61,744.0,B8V
2,δ PsA,Piscis Austrinus,22.932469444444447,-32.53969444444444,4.2,0.61,170.0,G8III
3,β PsA,Piscis Austrinus,22.525080555555554,-32.34602777777778,4.29,1.0,148.0,A1V
4,ι PsA,Piscis Austrinus,21.749108333333336,-33.025555555555556,4.35,0.36,205.0,B9.5V
5,γ PsA,Piscis Austrinus,22.875433333333334,-32.87544444444445,4.46,0.29,222.0,A0III
6,μ PsA,Piscis Austrinus,22.13970833333333,-32.98838888888889,4.5,1.49,130.0,A2V
7,τ PsA,Piscis Austrinus,22.169022222222225,-32.54844444444444,4.94,3.58,61.0,F6V
8,υ PsA,Piscis Austrinus,22.14053611111111,-34.04372222222222,4.99,-1.06,528.0,K4III
9,θ PsA,Piscis Austrinus,21.79560277777778,-30.898305555555556,5.02,-0.06,339.0,A1V
10,π PsA,Piscis Austrinus,23.05826666666667,-34.749611111111115,5.12,2.84,93.0,A9V
11,HD 210271,Piscis Austrinus,22.165474999999997,-34.015027777777775,5.37,1.3,212.0,A5IV
12,η PsA,Piscis Austrinus,22.01395,-28.45375,5.43,-2.03,1012.0,B8/B9V+...
13,λ PsA,Piscis Austrinus,22.23853888888889,-27.766916666666667,5.45,-0.51,508.0,B7V
14,WX PsA,Piscis Austrinus,22.993266666666667,-29.462333333333333,5.51,0.26,366.0,F0V
15,HD 217484,Piscis Austrinus,23.022041666666667,-28.853916666666667,5.55,-0.72,584.0,K3III
16,HD 210848,Piscis Austrinus,22.22899722222222,-25.18091666666667,5.58,1.43,221.0,F7II
17,VZ PsA,Piscis Austrinus,22.647627777777778,-33.081388888888895,5.66,0.04,435.0,A0V
18,HD 217303,Piscis Austrinus,23.001602777777777,-25.163999999999998,5.66,-1.02,706.0,K0IICNIII
19,8 PsA,Piscis Austrinus,21.60302777777778,-26.171444444444447,5.73,2.07,176.0,A7/A8IV
20,HD 214122,Piscis Austrinus,22.60985277777778,-31.66369444444444,5.82,0.92,312.0,K2III
21,HD 214690,Piscis Austrinus,22.672883333333335,-30.65836111111111,5.88,-0.59,642.0,K2/K3III
22,HD 213135,Piscis Austrinus,22.496094444444445,-27.107222222222223,5.95,2.83,137.0,F0V
23,6 PsA,Piscis Austrinus,21.537383333333334,-33.94461111111111,5.97,0.46,412.0,A2V
24,UU PsA,Piscis Austrinus,22.076877777777778,-26.822333333333333,5.97,-1.73,1128.0,B3V (+B)
25,21 PsA,Piscis Austrinus,22.85581666666667,-29.53627777777778,5.99,0.71,370.0,G8/K0III
26,HD 216761,Piscis Austrinus,22.930983333333334,-31.633194444444445,6.09,-1.23,948.0,K3III
27,7 PsA,Piscis Austrinus,21.613541666666666,-33.047888888888885,6.1,1.79,237.0,A5V
28,19 PsA,Piscis Austrinus,22.706133333333334,-29.361,6.12,-0.23,607.0,M3III
29,HD 211291,Piscis Austrinus,22.277066666666666,-25.898138888888887,6.14,-0.07,568.0,K1II/III
30,HD 217096,Piscis Austrinus,22.976391666666665,-35.52294444444444,6.15,1.7,253.0,F7V
31,HD 210739,Piscis Austrinus,22.21597222222222,-26.32772222222222,6.19,2.37,189.0,A3V
32,HD 205872,Piscis Austrinus,21.65168611111111,-33.67875,6.28,3.01,147.0,G8IV
33,HD 215669,Piscis Austrinus,22.788669444444444,-34.16177777777778,6.28,1.32,320.0,K1III
34,HD 214599,Piscis Austrinus,22.662255555555554,-28.325555555555557,6.3,0.53,466.0,K0/K1III
35,HD 217358,Piscis Austrinus,23.00682777777778,-25.62675,6.3,0.71,428.0,K1III
36,HD 215782,Piscis Austrinus,22.798925,-25.911749999999998,6.31,0.31,517.0,G8III
37,HD 216042,Piscis Austrinus,22.833125,-32.805388888888885,6.34,2.12,228.0,F0V
38,HD 210111,Piscis Austrinus,22.145175,-33.125750000000004,6.37,1.89,257.0,A2III/IV
39,HD 208285,Piscis Austrinus,21.932111111111112,-30.605861111111114,6.41,0.9,412.0,G8III
40,HD 205265,Piscis Austrinus,21.58138611111111,-29.696083333333334,6.42,-0.22,695.0,B8IIIw
41,ζ PsA,Piscis Austrinus,22.514930555555555,-26.073555555555554,6.43,0.99,399.0,K1III
42,HD 210300,Piscis Austrinus,22.16670277777778,-28.2925,6.44,1.27,353.0,A5V
43,13 PsA,Piscis Austrinus,22.07328611111111,-29.916527777777777,6.45,-1.55,1299.0,K5III
44,HD 214462,Piscis Austrinus,22.64575,-28.748194444444444,6.46,1.0,403.0,K1III
45,TW PsA,Piscis Austrinus,22.939952777777776,-31.565166666666666,6.48,7.07,25.0,K4Vp
46,5 PsA,Piscis Austrinus,21.484369444444447,-31.23852777777778,6.52,1.21,377.0,A1V
47,Lacaille 9352,Piscis Austrinus,23.09778888888889,-35.85308333333334,7.34,9.75,11.0,M0.5V
48,HD 216770,Piscis Austrinus,22.931583333333336,-26.658777777777775,8.1,5.21,124.0,K1V
49,HD 205739,Piscis Austrinus,21.635669444444446,-31.737472222222223,8.56,3.78,295.0,G3IV
0,γ Sge,Sagitta,19.979274999999998,19.492083333333333,3.51,-1.11,274.0,K5III
1,δ Sge,Sagitta,19.789797222222223,18.53425,3.82,-1.87,448.0,M2II + B6
2,α Sge,Sagitta,19.668272222222225,18.013944444444444,4.38,-1.42,473.0,G0II
3,β Sge,Sagitta,19.684147222222222,17.47611111111111,4.38,-1.39,466.0,G8II
4,ζ Sge,Sagitta,19.816291666666668,19.141972222222222,5.01,0.01,326.0,A3V
5,η Sge,Sagitta,20.085963888888887,19.99088888888889,5.09,1.61,162.0,K2III
6,13 Sge,Sagitta,20.000919444444445,17.516527777777778,5.33,-1.47,746.0,M4IIIa
7,11 Sge,Sagitta,19.962622222222222,16.78911111111111,5.54,0.07,404.0,B9III
8,1 Sge,Sagitta,19.254816666666667,21.23211111111111,5.65,0.71,318.0,A4V
9,ε Sge,Sagitta,19.621494444444444,16.462777777777777,5.67,-0.14,473.0,G8IIIvar
10,S Sge,Sagitta,19.933683333333335,16.634805555555555,5.71,-4.89,4289.0,G5Ibv SB
11,15 Sge,Sagitta,20.06846388888889,17.071166666666667,5.8,4.56,58.0,G1V
12,HD 193579,Sagitta,20.339277777777777,17.793000000000003,5.82,-0.01,477.0,K5III
13,HD 190211,Sagitta,20.05455277777778,18.50102777777778,5.99,-1.09,849.0,K3Iab:
14,HD 180242,Sagitta,19.250747222222223,20.203138888888887,6.03,-0.7,724.0,G8III
15,HD 178428,Sagitta,19.13257777777778,16.85413888888889,6.08,4.47,68.0,G5V
16,HD 177199,Sagitta,19.04795,19.661027777777775,6.11,-2.26,1538.0,K1III
17,18 Sge,Sagitta,20.27216111111111,21.59875,6.11,1.31,298.0,K1III
18,9 Sge,Sagitta,19.87271388888889,18.67188888888889,6.23,-6.96,14174.0,O8e
19,HD 191814,Sagitta,20.18431388888889,21.1345,6.24,0.25,514.0,K0
20,2 Sge,Sagitta,19.406133333333333,16.93775,6.27,1.08,355.0,A2III-IV
21,V340 Sge,Sagitta,19.657038888888888,16.57113888888889,6.37,-2.87,2296.0,M0Iab-Ib SB
22,V344 Sge,Sagitta,20.13513888888889,16.66436111111111,6.39,-4.18,4234.0,M3III
23,HD 180377,Sagitta,19.259269444444445,18.516333333333332,6.46,-1.13,1072.0,M2III
24,HD 176776,Sagitta,19.018175,19.309611111111114,6.47,0.74,457.0,K1III
25,U Sge,Sagitta,19.313447222222223,19.610472222222224,6.5,-0.96,1012.0,B8III + K
26,θ Sge A,Sagitta,20.165725,20.914777777777775,6.51,3.24,147.0,F5IV
28,3 Sge,Sagitta,19.41260833333333,16.957055555555556,6.84,1.36,407.0,A0
31,HD 231701,Sagitta,19.53448888888889,16.474277777777775,8.99,3.81,354.0,F8V
0,Antares A,Scorpius,16.490130555555556,-26.431944444444447,0.91,-5.24,553.0,M1.5Iab-b
1,λ Sco,Scorpius,17.560147222222223,-37.10375,1.62,-5.05,703.0,B2IV+DA7.9
2,θ Sco,Scorpius,17.621980555555556,-42.99783333333333,1.86,-2.75,272.0,F1II
3,δ Sco,Scorpius,16.005558333333333,-22.62161111111111,2.29,-3.16,401.0,B0.2IVe
4,ε Sco,Scorpius,16.836177777777777,-34.29261111111111,2.29,0.78,65.0,K2IIIb
5,κ Sco,Scorpius,17.708133333333333,-39.029916666666665,2.39,-3.38,464.0,B1.5III
6,β1 Sco,Scorpius,16.090619444444442,-19.80538888888889,2.62,-3.44,530.0,B0.5V
7,υ Sco,Scorpius,17.512733333333333,-37.29575,2.7,-3.31,518.0,B2IV
8,τ Sco,Scorpius,16.598044444444444,-28.21597222222222,2.82,-2.78,430.0,B0V
9,π Sco,Scorpius,15.980866666666667,-26.114055555555556,2.89,-2.85,459.0,B1V + B2V
10,σ Sco,Scorpius,16.353144444444446,-25.59275,2.9,-3.86,734.0,B1III
11,ι1 Sco,Scorpius,17.79307777777778,-40.12697222222222,2.99,-5.71,1791.0,F3Ia
12,μ1 Sco,Scorpius,16.864511111111113,-38.047333333333334,3.0,-4.01,821.0,B1.5IV + B
13,G Sco,Scorpius,17.83095833333333,-37.04336111111111,3.19,0.24,127.0,K0/K1III
14,η Sco,Scorpius,17.20255,-43.2385,3.32,1.61,72.0,F3p
15,μ2 Sco,Scorpius,16.872263888888888,-38.017472222222224,3.56,-2.44,517.0,B2IV
16,ζ2 Sco,Scorpius,16.909752777777776,-42.36075,3.62,0.3,150.0,K4III
17,ρ Sco,Scorpius,15.948080555555556,-29.214,3.87,-1.62,409.0,B2IV/V
18,ω1 Sco,Scorpius,16.11345277777778,-20.66913888888889,3.93,-1.64,423.0,B1V
19,ν Sco,Scorpius,16.199927777777777,-19.460638888888887,4.0,-1.63,436.0,B2IV
20,H Sco,Scorpius,16.60623888888889,-35.255361111111114,4.18,-0.9,339.0,K5III
21,N Sco,Scorpius,16.523038888888887,-34.70433333333334,4.24,-2.56,746.0,B2III-IV
22,Q Sco,Scorpius,17.609125000000002,-38.634861111111114,4.26,1.03,144.0,G8/K0III/IV
23,ω2 Sco,Scorpius,16.123416666666667,-20.868666666666666,4.31,-0.24,265.0,G6/G8III
24,ο Sco,Scorpius,16.34393888888889,-24.16927777777778,4.55,-3.24,1177.0,A4II/III
25,13 Sco,Scorpius,16.205058333333334,-27.926305555555558,4.58,-1.2,468.0,B2V
26,2 Sco,Scorpius,15.89353611111111,-25.327083333333334,4.59,-1.03,434.0,B2.5Vn
27,1 Sco,Scorpius,15.849652777777779,-25.75122222222222,4.63,-1.39,522.0,B1.5Vn
30,ι2 Sco,Scorpius,17.83641944444444,-40.09041666666667,4.78,-5.5,3705.0,A6Ib
31,22 Sco,Scorpius,16.503466666666668,-25.115166666666667,4.79,-0.61,393.0,B3V
32,HD 161840,Scorpius,17.819575,-31.703194444444442,4.79,-1.56,607.0,B8Ib/II
33,HD 146624,Scorpius,16.30497777777778,-28.61377777777778,4.8,1.63,140.0,A0V:
34,V1073 Sco,Scorpius,17.080375,-34.12291666666667,4.83,-4.74,2672.0,B2Iab
35,HD 163145,Scorpius,17.946508333333334,-44.342194444444445,4.85,-0.29,347.0,K2III
36,HD 163376,Scorpius,17.963280555555556,-41.71625,4.88,-1.24,547.0,M0III
37,β2 Sco,Scorpius,16.090716666666665,-19.801833333333335,4.9,-2.8,530.0,B2V
38,ψ Sco,Scorpius,16.2,-10.064194444444444,4.93,1.41,165.0,A3IV
39,HD 143787,Scorpius,16.055741666666666,-25.86513888888889,4.96,0.9,212.0,K3III
40,HD 153613,Scorpius,17.031291666666664,-32.143388888888886,5.03,-0.86,491.0,B8V
41,HD 154948,Scorpius,17.178430555555558,-44.55755555555555,5.06,0.24,300.0,G8/K0III+..
43,HD 145250,Scorpius,16.183925,-29.415999999999997,5.09,0.62,255.0,K0III
44,HD 157243,Scorpius,17.40363611111111,-44.1625,5.1,-1.73,756.0,B7III
45,Antares B,Scorpius,16.490055555555557,-26.430833333333336,5.2,-0.9,553.0,B2.5V
46,HD 151804,Scorpius,16.859366666666666,-41.23052777777778,5.23,-6.36,6792.0,O8Iaf
